source,target,approximate,no map,combination,scenario,choice list,target_descriptions,source_descriptions
E9571,X80XXXA,1,0,1,1,1,"Intentional self-harm by jumping from a high place, initial encounter",Suicide and self-inflicted injuries by jumping from other man-made structures
E9571,Y9289,1,0,1,1,2,Other specified places as the place of occurrence of the external cause,Suicide and self-inflicted injuries by jumping from other man-made structures
E9572,X80XXXA,1,0,1,1,1,"Intentional self-harm by jumping from a high place, initial encounter",Suicide and self-inflicted injuries by jumping from natural sites
E9572,Y92828,1,0,1,1,2,Other wilderness area as the place of occurrence of the external cause,Suicide and self-inflicted injuries by jumping from natural sites
E9572,Y92838,1,0,1,1,2,Other recreation area as the place of occurrence of the external cause,Suicide and self-inflicted injuries by jumping from natural sites
E9579,X80XXXA,1,0,1,1,1,"Intentional self-harm by jumping from a high place, initial encounter",Suicide and self-inflicted injuries by jumping from unspecified site
E9579,Y929,1,0,1,1,2,Unspecified place or not applicable,Suicide and self-inflicted injuries by jumping from unspecified site
E9580,X818XXA,1,0,0,0,0,"Intentional self-harm by jumping or lying in front of other moving object, initial encounter",Suicide and self-inflicted injury by jumping or lying before moving object
E9581,X76XXXA,1,0,0,0,0,"Intentional self-harm by smoke, fire and flames, initial encounter","Suicide and self-inflicted injury by burns, fire"
E9582,X772XXA,1,0,0,0,0,"Intentional self-harm by other hot fluids, initial encounter",Suicide and self-inflicted injury by scald
E9583,X832XXA,1,0,0,0,0,"Intentional self-harm by exposure to extremes of cold, initial encounter",Suicide and self-inflicted injury by extremes of cold
E9584,X831XXA,1,0,0,0,0,"Intentional self-harm by electrocution, initial encounter",Suicide and self-inflicted injury by electrocution
E9585,X828XXA,1,0,0,0,0,"Other intentional self-harm by crashing of motor vehicle, initial encounter",Suicide and self-inflicted injury by crashing of motor vehicle
E9586,X830XXA,1,0,0,0,0,"Intentional self-harm by crashing of aircraft, initial encounter",Suicide and self-inflicted injury by crashing of aircraft
E9587,X838XXA,1,0,0,0,0,"Intentional self-harm by other specified means, initial encounter","Suicide and self-inflicted injury by caustic substances, except poisoning"
E9588,X838XXA,1,0,0,0,0,"Intentional self-harm by other specified means, initial encounter",Suicide and self-inflicted injury by other specified means
E9589,X838XXA,1,0,0,0,0,"Intentional self-harm by other specified means, initial encounter",Suicide and self-inflicted injury by unspecified means
E959,X718XXS,1,0,0,0,0,"Other intentional self-harm by drowning and submersion, sequela",Late effects of self-inflicted injury
E959,X719XXS,1,0,0,0,0,"Intentional self-harm by drowning and submersion, unspecified, sequela",Late effects of self-inflicted injury
E959,X72XXXS,1,0,0,0,0,"Intentional self-harm by handgun discharge, sequela",Late effects of self-inflicted injury
E959,X730XXS,1,0,0,0,0,"Intentional self-harm by shotgun discharge, sequela",Late effects of self-inflicted injury
E959,X731XXS,1,0,0,0,0,"Intentional self-harm by hunting rifle discharge, sequela",Late effects of self-inflicted injury
E959,X732XXS,1,0,0,0,0,"Intentional self-harm by machine gun discharge, sequela",Late effects of self-inflicted injury
E959,X7401XS,1,0,0,0,0,"Intentional self-harm by airgun, sequela",Late effects of self-inflicted injury
E959,X7402XS,1,0,0,0,0,"Intentional self-harm by paintball gun, sequela",Late effects of self-inflicted injury
E959,X748XXS,1,0,0,0,0,"Intentional self-harm by other firearm discharge, sequela",Late effects of self-inflicted injury
E959,X749XXS,1,0,0,0,0,"Intentional self-harm by unspecified firearm discharge, sequela",Late effects of self-inflicted injury
E959,X75XXXS,1,0,0,0,0,"Intentional self-harm by explosive material, sequela",Late effects of self-inflicted injury
E959,X76XXXS,1,0,0,0,0,"Intentional self-harm by smoke, fire and flames, sequela",Late effects of self-inflicted injury
E959,X772XXS,1,0,0,0,0,"Intentional self-harm by other hot fluids, sequela",Late effects of self-inflicted injury
E959,X789XXS,1,0,0,0,0,"Intentional self-harm by unspecified sharp object, sequela",Late effects of self-inflicted injury
E959,X818XXS,1,0,0,0,0,"Intentional self-harm by jumping or lying in front of other moving object, sequela",Late effects of self-inflicted injury
E959,X828XXS,1,0,0,0,0,"Other intentional self-harm by crashing of motor vehicle, sequela",Late effects of self-inflicted injury
E959,X830XXS,1,0,0,0,0,"Intentional self-harm by crashing of aircraft, sequela",Late effects of self-inflicted injury
E959,X831XXS,1,0,0,0,0,"Intentional self-harm by electrocution, sequela",Late effects of self-inflicted injury
E959,X832XXS,1,0,0,0,0,"Intentional self-harm by exposure to extremes of cold, sequela",Late effects of self-inflicted injury
E959,X838XXS,1,0,0,0,0,"Intentional self-harm by other specified means, sequela",Late effects of self-inflicted injury
E9600,Y040XXA,1,0,0,0,0,"Assault by unarmed brawl or fight, initial encounter",Unarmed fight or brawl
E9601,Y048XXA,1,0,0,0,0,"Assault by other bodily force, initial encounter",Rape
E964,X929XXA,1,0,0,0,0,"Assault by drowning and submersion, unspecified, initial encounter",Assault by submersion [drowning]
E9650,X93XXXA,1,0,0,0,0,"Assault by handgun discharge, initial encounter",Assault by handgun
E9651,X940XXA,1,0,0,0,0,"Assault by shotgun, initial encounter",Assault by shotgun
E9652,X941XXA,1,0,0,0,0,"Assault by hunting rifle, initial encounter",Assault by hunting rifle
E9653,X942XXA,1,0,0,0,0,"Assault by machine gun, initial encounter",Assault by military firearms
E9654,X959XXA,1,0,0,0,0,"Assault by unspecified firearm discharge, initial encounter",Assault by other and unspecified firearm
E9655,X960XXA,1,0,0,0,0,"Assault by antipersonnel bomb, initial encounter",Assault by antipersonnel bomb
E9656,X961XXA,1,0,0,0,0,"Assault by gasoline bomb, initial encounter",Assault by gasoline bomb
E9657,X962XXA,1,0,0,0,0,"Assault by letter bomb, initial encounter",Assault by letter bomb
E9658,X968XXA,1,0,0,0,0,"Assault by other specified explosive, initial encounter",Assault by other specified explosive
E9659,X969XXA,1,0,0,0,0,"Assault by unspecified explosive, initial encounter",Assault by unspecified explosive
E966,X999XXA,1,0,0,0,0,"Assault by unspecified sharp object, initial encounter",Assault by cutting and piercing instrument
E9670,Y0711,1,0,0,0,0,"Biological father, perpetrator of maltreatment and neglect","Perpetrator of child and adult abuse, by father, stepfather, or boyfriend"
E9671,Y07499,1,0,0,0,0,"Other family member, perpetrator of maltreatment and neglect","Perpetrator of child and adult abuse, by other specified person"
E9672,Y0712,1,0,0,0,0,"Biological mother, perpetrator of maltreatment and neglect","Perpetrator of child and adult abuse, by mother, stepmother, or girlfriend"
E9673,Y0701,1,0,0,0,0,"Husband, perpetrator of maltreatment and neglect","Perpetrator of child and adult abuse, by spouse or partner"
E9674,Y0750,1,0,0,0,0,"Unspecified non-family member, perpetrator of maltreatment and neglect","Perpetrator of child and adult abuse, by child"
E9675,Y07410,1,0,0,0,0,"Brother, perpetrator of maltreatment and neglect","Perpetrator of child and adult abuse, by sibling"
E9676,Y07499,1,0,0,0,0,"Other family member, perpetrator of maltreatment and neglect","Perpetrator of child and adult abuse, by grandparent"
E9677,Y07499,1,0,0,0,0,"Other family member, perpetrator of maltreatment and neglect","Perpetrator of child and adult abuse, by other relative"
E9678,Y0759,1,0,0,0,0,"Other non-family member, perpetrator of maltreatment and neglect","Perpetrator of child and adult abuse, by non-related caregiver"
E9679,Y079,1,0,0,0,0,Unspecified perpetrator of maltreatment and neglect,"Perpetrator of child and adult abuse, by unspecified person"
E9680,X97XXXA,1,0,0,0,0,"Assault by smoke, fire and flames, initial encounter",Assault by fire
E9681,Y01XXXA,1,0,0,0,0,"Assault by pushing from high place, initial encounter",Assault by pushing from a high place
E9682,Y00XXXA,1,0,0,0,0,"Assault by blunt object, initial encounter",Assault by striking by blunt or thrown object
E9683,X982XXA,1,0,0,0,0,"Assault by hot fluids, initial encounter",Assault by hot liquid
E9684,Y0750,1,0,0,0,0,"Unspecified non-family member, perpetrator of maltreatment and neglect",Assault by criminal neglect
E9685,Y030XXA,1,0,0,0,0,"Assault by being hit or run over by motor vehicle, initial encounter",Assault by transport vehicle
E9686,X9501XA,1,0,0,0,0,"Assault by airgun discharge, initial encounter",Assault by air gun
E9687,Y041XXA,1,0,0,0,0,"Assault by human bite, initial encounter",Assault by human bite
E9688,Y0889XA,1,0,0,0,0,"Assault by other specified means, initial encounter",Assault by other specified means
E9689,Y09,0,0,0,0,0,Assault by unspecified means,Assault by unspecified means
E969,X929XXS,1,0,0,0,0,"Assault by drowning and submersion, unspecified, sequela",Late effects of injury purposely inflicted by other person
E969,X959XXS,1,0,0,0,0,"Assault by unspecified firearm discharge, sequela",Late effects of injury purposely inflicted by other person
E969,X969XXS,1,0,0,0,0,"Assault by unspecified explosive, sequela",Late effects of injury purposely inflicted by other person
E969,X989XXS,1,0,0,0,0,"Assault by unspecified hot objects, sequela",Late effects of injury purposely inflicted by other person
E969,X999XXS,1,0,0,0,0,"Assault by unspecified sharp object, sequela",Late effects of injury purposely inflicted by other person
E969,Y00XXXS,1,0,0,0,0,"Assault by blunt object, sequela",Late effects of injury purposely inflicted by other person
E969,Y01XXXS,1,0,0,0,0,"Assault by pushing from high place, sequela",Late effects of injury purposely inflicted by other person
E969,Y030XXS,1,0,0,0,0,"Assault by being hit or run over by motor vehicle, sequela",Late effects of injury purposely inflicted by other person
E969,Y040XXS,1,0,0,0,0,"Assault by unarmed brawl or fight, sequela",Late effects of injury purposely inflicted by other person
E969,Y041XXS,1,0,0,0,0,"Assault by human bite, sequela",Late effects of injury purposely inflicted by other person
E969,Y048XXS,1,0,0,0,0,"Assault by other bodily force, sequela",Late effects of injury purposely inflicted by other person
E969,Y0889XS,1,0,0,0,0,"Assault by other specified means, sequela",Late effects of injury purposely inflicted by other person
E970,Y35003A,1,0,0,0,0,"Legal intervention involving unspecified firearm discharge, suspect injured, initial encounter",Injury due to legal intervention by firearms
E971,Y35103A,1,0,0,0,0,"Legal intervention involving unspecified explosives, suspect injured, initial encounter",Injury due to legal intervention by explosives
E972,Y35203A,1,0,0,0,0,"Legal intervention involving unspecified gas, suspect injured, initial encounter",Injury due to legal intervention by gas
E973,Y35303A,1,0,0,0,0,"Legal intervention involving unspecified blunt objects, suspect injured, initial encounter",Injury due to legal intervention by blunt object
E974,Y35403A,1,0,0,0,0,"Legal intervention involving unspecified sharp objects, suspect injured, initial encounter",Injury due to legal intervention by cutting and piercing instrument
E975,Y35893A,1,0,0,0,0,"Legal intervention involving other specified means, suspect injured, initial encounter",Injury due to legal intervention by other specified means
E976,Y3593XA,1,0,0,0,0,"Legal intervention, means unspecified, suspect injured, initial encounter",Injury due to legal intervention by unspecified means
E977,Y35003S,1,0,0,0,0,"Legal intervention involving unspecified firearm discharge, suspect injured, sequela",Late effects of injuries due to legal intervention
E977,Y35103S,1,0,0,0,0,"Legal intervention involving unspecified explosives, suspect injured, sequela",Late effects of injuries due to legal intervention
E977,Y35203S,1,0,0,0,0,"Legal intervention involving unspecified gas, suspect injured, sequela",Late effects of injuries due to legal intervention
E977,Y35303S,1,0,0,0,0,"Legal intervention involving unspecified blunt objects, suspect injured, sequela",Late effects of injuries due to legal intervention
